Swim Time,Bike Time,Run Time,Finish Time
01:35:13,05:37:41,05:14:29,12:46:36
01:33:00,06:04:56,04:43:53,12:47:10
01:39:41,05:52:19,04:56:03,12:47:24
01:23:08,05:40:03,05:26:57,12:47:24
01:15:40,06:33:31,04:30:45,12:47:33
01:16:11,05:37:15,05:36:36,12:47:37
01:30:23,06:32:21,04:26:15,12:47:40
01:36:48,06:19:20,04:33:56,12:47:52
01:24:36,05:44:13,05:23:36,12:48:07
01:32:45,06:15:42,04:42:54,12:48:11
01:25:58,05:56:56,05:07:27,12:48:13
01:06:45,06:07:09,05:13:32,12:48:16
01:18:16,05:43:30,05:31:44,12:48:23
01:38:57,06:20:20,04:30:54,12:48:24
01:26:43,06:10:16,04:45:42,12:48:36
01:33:29,06:26:22,04:33:58,12:49:26
01:22:46,06:36:26,04:30:53,12:49:49
01:33:08,05:35:03,05:22:43,12:50:00
01:33:15,05:48:05,05:12:15,12:50:02
01:22:11,06:09:54,04:59:43,12:50:18
01:32:05,05:57:18,05:08:43,12:50:34
01:41:52,05:52:09,05:00:42,12:50:37
01:39:55,06:21:17,04:32:06,12:51:10
01:28:56,05:35:13,05:17:46,12:51:12
01:46:58,06:08:22,04:37:39,12:51:34
01:22:54,06:46:57,04:23:43,12:51:40
01:27:09,06:12:48,04:49:59,12:51:40
01:30:16,05:58:52,05:07:56,12:52:00
01:27:38,06:03:01,05:03:27,12:52:07
01:47:39,06:10:27,04:37:13,12:52:10
01:22:55,06:03:48,05:02:48,12:52:25
01:17:34,05:19:53,05:58:07,12:52:34
01:26:38,05:26:32,05:46:31,12:52:41
01:38:54,06:06:28,04:44:37,12:52:47
01:23:38,06:02:12,05:12:45,12:53:02
01:30:23,06:22:57,04:39:26,12:53:04
01:37:27,05:30:05,05:28:15,12:53:15
01:27:25,06:40:10,04:22:47,12:53:24
01:34:03,06:05:19,04:53:07,12:53:25
01:23:44,06:28:59,04:36:26,12:53:37
01:26:25,06:07:17,04:58:12,12:53:45
01:40:14,06:05:03,04:42:52,12:54:03
01:42:21,06:17:33,04:36:09,12:54:16
01:40:19,06:17:33,04:40:14,12:54:42
01:32:23,05:43:55,05:21:13,12:54:44
01:31:19,06:29:33,04:37:03,12:54:45
01:40:08,06:03:59,04:46:43,12:54:45
01:45:20,06:07:26,04:43:46,12:54:59
01:28:33,06:04:47,05:01:10,12:55:13
01:37:12,06:03:35,04:57:34,12:55:17
01:26:39,06:17:52,04:47:19,12:55:31
01:29:34,05:49:48,05:22:01,12:55:35
01:19:29,06:31:01,04:49:58,12:55:35
01:30:45,05:44:28,05:25:41,12:55:38
01:33:41,06:27:56,04:32:54,12:55:39
01:22:30,06:04:20,05:13:09,12:55:39
01:23:02,06:33:10,04:39:47,12:56:16
01:50:10,05:58:19,04:30:49,12:56:22
01:43:05,06:06:38,04:38:30,12:56:31
01:25:56,05:52:59,05:19:52,12:56:33
01:28:33,06:02:53,05:10:53,12:56:51
01:23:30,05:55:36,05:16:38,12:56:55
01:30:34,05:47:42,05:22:13,12:57:25
01:35:04,05:34:05,05:18:24,12:57:34
01:44:31,06:01:50,04:50:17,12:57:36
01:18:03,06:01:19,05:23:09,12:57:44
01:43:41,06:19:43,04:39:09,12:57:54
01:18:31,06:35:52,04:42:14,12:58:01
01:33:41,05:46:27,05:18:40,12:58:04
01:35:02,06:05:48,04:59:33,12:58:06
01:41:22,06:41:54,04:20:22,12:58:20
01:36:55,06:19:33,04:47:06,12:58:32
01:36:48,06:03:43,05:03:32,12:58:37
01:21:46,06:37:34,04:46:39,12:59:44
01:20:23,06:13:31,05:03:56,12:59:52
01:21:04,06:13:08,05:10:56,12:59:53
01:47:52,06:05:11,04:35:39,13:00:35
01:47:31,06:17:34,04:32:06,13:00:37
01:17:20,06:59:32,04:28:16,13:00:43
01:39:37,05:23:48,05:30:56,13:00:46
01:32:04,05:57:32,05:14:23,13:00:59
01:19:28,06:12:59,05:11:42,13:01:00
01:45:13,06:06:43,04:50:35,13:01:05
01:32:01,05:32:27,05:43:27,13:01:08
01:30:45,06:22:26,04:44:47,13:01:11
01:32:50,06:32:03,04:42:18,13:02:18
01:21:17,05:58:30,05:20:26,13:02:29
01:30:45,06:01:55,05:13:39,13:02:30
01:41:35,06:17:56,04:50:43,13:02:33
01:38:10,06:43:48,04:21:31,13:02:44
01:42:05,06:04:42,04:55:56,13:02:45
01:41:29,05:57:02,05:09:26,13:02:59
01:25:56,06:13:22,05:07:01,13:03:16
01:16:08,06:09:59,05:22:42,13:03:18
01:10:12,05:38:56,06:03:31,13:03:21
01:58:50,06:03:08,04:42:47,13:03:25
01:33:24,06:24:32,04:48:30,13:03:32
01:53:59,05:54:57,04:54:59,13:03:56
01:30:33,06:22:09,04:48:30,13:03:59
02:06:32,05:54:35,04:47:56,13:04:01
01:19:09,06:24:57,05:05:27,13:04:52
01:40:40,05:37:08,05:22:28,13:05:14
01:37:08,06:00:02,05:07:12,13:05:41
01:26:52,05:55:22,05:29:18,13:06:28
01:31:48,06:30:42,04:46:16,13:07:23
01:38:17,05:37:23,05:34:36,13:08:09
01:30:30,06:23:27,04:49:13,13:08:18
01:31:43,06:12:09,05:08:24,13:08:53
01:23:15,06:25:54,04:49:19,13:08:57
01:22:49,06:25:05,04:57:13,13:09:22
01:44:04,05:53:51,05:15:17,13:09:29
01:21:17,06:15:53,05:19:44,13:09:57
01:08:42,06:28:33,05:12:43,13:10:03
01:41:05,06:05:10,05:04:21,13:10:35
01:51:21,06:25:06,04:39:08,13:11:07
01:12:19,05:14:43,06:35:25,13:11:17
01:27:02,05:21:40,06:06:35,13:11:21
01:46:16,05:35:52,05:28:23,13:11:33
01:31:16,06:02:48,05:14:02,13:11:55
01:25:56,06:08:40,05:24:21,13:11:59
01:45:34,06:31:47,04:34:16,13:12:01
01:16:34,06:10:53,05:25:27,13:12:03
01:31:32,05:46:00,05:34:50,13:12:08
01:35:10,06:14:16,05:05:48,13:12:17
01:29:11,05:47:52,05:39:21,13:12:40
01:40:10,06:12:09,05:00:27,13:12:51
01:33:49,06:02:20,05:13:38,13:12:58
01:14:59,06:36:05,04:58:27,13:13:03
01:27:06,06:39:35,04:44:09,13:13:14
01:40:56,07:02:32,04:15:31,13:13:19
01:37:41,06:11:57,04:47:00,13:13:47
01:33:33,06:42:32,04:39:33,13:14:04
01:31:32,06:14:13,05:07:29,13:14:51
01:44:24,06:16:22,04:59:57,13:15:16
01:42:58,05:57:10,05:14:38,13:15:16
01:54:00,06:13:41,04:50:33,13:15:16
01:35:18,06:08:19,05:15:15,13:15:49
01:42:16,06:03:55,05:07:53,13:16:06
01:35:51,05:52:12,05:02:34,13:16:12
01:21:34,06:13:59,05:12:49,13:16:23
01:34:19,06:18:20,04:59:34,13:16:29
01:19:18,06:05:04,05:28:44,13:16:33
01:50:16,05:46:06,05:22:00,13:17:44
01:32:42,06:09:51,05:12:36,13:17:58
01:26:34,05:59:50,05:28:19,13:17:59
01:45:34,05:59:35,05:20:12,13:18:54
01:06:16,05:46:44,06:12:05,13:19:08
01:26:54,06:40:00,04:52:41,13:19:12
01:32:35,06:14:13,05:00:48,13:19:13
01:26:01,06:12:54,05:21:25,13:19:33
01:32:53,06:02:26,05:24:15,13:19:45
02:05:16,06:02:28,04:48:47,13:19:51
01:24:35,06:04:26,05:32:45,13:20:12
01:31:10,06:22:32,05:09:22,13:20:28
01:25:15,05:26:11,06:12:39,13:20:44
01:31:58,06:30:16,04:58:16,13:21:07
01:30:13,06:15:49,05:12:41,13:21:19
01:23:46,06:09:08,05:32:58,13:21:27
01:34:56,06:20:13,05:12:41,13:21:30
01:13:08,07:06:18,04:46:57,13:21:53
01:18:30,06:18:08,05:25:19,13:21:57
01:41:51,06:27:18,04:56:13,13:21:58
01:24:36,06:16:16,05:24:43,13:21:59
01:30:12,06:28:43,05:01:02,13:22:26
01:40:13,05:59:03,05:21:39,13:22:47
01:49:51,05:55:49,05:21:45,13:23:33
01:33:13,06:10:44,05:17:44,13:23:37
01:51:11,06:22:30,04:55:19,13:24:03
01:34:32,06:17:26,05:06:14,13:24:13
01:31:30,06:03:33,05:33:18,13:24:20
01:51:14,06:08:23,05:03:29,13:24:23
01:46:02,06:39:13,04:39:38,13:24:28
01:45:16,05:45:09,05:38:47,13:24:50
01:43:09,06:10:45,05:19:13,13:25:14
01:19:28,06:10:06,05:34:17,13:25:15
01:22:58,06:23:49,05:26:49,13:25:17
01:54:54,06:33:49,04:42:51,13:25:21
01:45:09,06:12:40,05:01:44,13:25:44
01:31:44,05:58:07,05:39:41,13:25:51
01:28:33,06:00:43,05:29:32,13:25:59
01:47:29,06:33:51,04:45:58,13:26:13
01:16:17,05:59:33,05:49:40,13:26:24
01:30:52,05:43:29,05:49:55,13:26:24
01:21:03,06:14:22,05:25:15,13:26:24
02:00:21,06:05:12,05:03:27,13:26:53
01:28:40,05:49:57,05:55:02,13:27:11
01:55:13,06:41:00,04:30:16,13:27:28
01:23:18,06:30:54,05:14:07,13:27:28
01:10:40,06:04:00,05:51:58,13:27:45
01:28:15,06:53:17,04:40:45,13:27:49
01:25:55,05:59:54,05:43:34,13:27:59
01:49:48,06:07:51,05:13:47,13:28:06
01:34:14,06:02:12,05:28:24,13:28:25
02:02:53,06:43:32,04:24:35,13:29:01
01:58:50,06:05:22,05:00:33,13:29:04
01:35:40,06:26:49,04:56:50,13:29:12
01:51:28,06:43:25,04:33:22,13:29:36
01:28:44,06:40:53,04:51:54,13:29:59
01:15:44,06:23:28,05:26:29,13:30:14
01:16:15,06:38:43,05:15:11,13:30:37
01:35:03,06:58:06,04:31:06,13:30:47
01:17:24,06:44:23,05:09:36,13:31:20
01:23:42,06:45:18,04:52:41,13:31:29
01:52:54,05:45:11,05:34:35,13:31:49
01:34:13,06:17:34,05:15:27,13:31:55
02:04:41,06:18:31,04:48:05,13:32:02
01:37:34,06:18:19,05:09:47,13:32:46
01:40:17,06:20:04,05:15:04,13:32:47
01:23:58,05:41:50,06:11:10,13:32:52
01:52:44,06:31:03,04:37:49,13:33:12
01:40:22,06:00:41,05:33:39,13:33:17
01:47:42,05:45:28,05:46:38,13:33:29
01:33:06,06:08:52,05:22:56,13:33:43
01:20:47,05:26:42,06:29:09,13:33:43
01:38:26,06:51:01,04:39:22,13:33:45
02:07:52,06:17:59,04:33:44,13:34:08
01:08:17,05:45:22,06:25:30,13:34:23
01:50:52,05:50:50,05:33:23,13:34:25
01:38:28,06:41:10,04:58:30,13:34:28
01:27:54,06:45:25,05:03:41,13:34:43
01:47:51,05:59:57,05:27:12,13:34:47
01:42:01,06:37:03,04:53:16,13:34:54
01:38:07,06:39:17,04:55:16,13:34:56
01:43:28,05:46:53,05:46:44,13:34:57
01:43:07,06:20:35,05:09:37,13:34:58
01:43:54,06:10:45,05:16:57,13:35:14
01:28:39,05:59:08,05:47:16,13:35:43
01:51:55,06:34:35,04:41:13,13:36:17
01:49:07,06:42:35,04:44:13,13:36:54
01:43:30,06:17:52,05:16:17,13:37:00
01:24:07,07:02:57,04:49:55,13:37:35
01:43:35,06:54:43,04:42:55,13:37:53
01:37:41,06:35:50,04:59:19,13:37:58
01:46:54,06:40:57,04:45:34,13:38:06
02:17:54,05:48:54,05:14:09,13:38:14
01:31:16,06:38:00,05:01:26,13:38:16
01:52:14,06:09:44,05:15:19,13:39:01
01:40:00,06:11:30,05:20:46,13:39:22
01:33:24,06:09:16,05:31:58,13:39:38
01:53:01,06:07:00,05:08:35,13:39:44
01:23:02,05:46:29,06:13:02,13:39:55
01:31:26,06:22:11,05:25:11,13:40:16
01:30:52,06:26:20,05:25:17,13:40:35
01:40:17,06:24:33,05:11:41,13:40:50
01:28:01,06:20:52,05:23:15,13:41:07
01:25:44,06:43:38,05:09:18,13:41:43
01:41:07,07:15:43,04:28:47,13:41:52
01:44:59,06:37:37,05:03:47,13:42:10
01:42:13,06:36:52,05:11:33,13:42:21
01:19:51,05:51:33,06:10:50,13:42:22
01:34:40,06:23:51,05:28:47,13:42:31
01:08:03,05:49:55,06:24:55,13:42:57
01:40:54,05:58:36,05:45:28,13:43:04
01:36:39,06:50:29,04:49:54,13:43:17
01:45:21,06:30:30,05:07:50,13:43:47
01:28:55,06:31:32,05:26:47,13:43:51
01:34:14,07:12:46,04:30:31,13:43:52
01:16:06,06:29:10,05:26:19,13:44:25
01:25:36,06:30:35,05:31:20,13:44:26
01:25:14,06:49:20,05:14:21,13:44:46
01:14:53,05:07:36,07:09:06,13:44:51
01:46:33,06:19:49,05:14:42,13:44:55
01:36:39,06:35:27,05:15:39,13:44:58
01:25:57,05:50:13,06:14:03,13:45:18
01:15:50,06:56:29,05:14:28,13:45:19
01:31:38,06:04:28,05:53:26,13:45:27
01:33:03,07:00:11,04:52:15,13:45:41
01:41:11,05:56:33,05:48:45,13:45:46
01:34:41,06:32:45,05:14:01,13:46:32
01:23:40,06:19:13,05:44:49,13:46:43
01:39:25,06:28:09,05:12:06,13:46:44
01:32:21,07:08:25,04:45:18,13:46:45
01:31:37,06:34:16,05:19:09,13:47:23
01:44:18,06:21:58,05:22:21,13:47:25
01:51:09,06:01:44,05:19:46,13:47:47
01:40:47,05:35:58,06:11:32,13:47:55
01:25:12,07:19:02,04:49:39,13:48:44
01:20:50,06:02:26,06:09:04,13:49:30
01:39:26,06:42:34,05:06:25,13:49:37
01:30:41,06:35:59,05:27:35,13:50:00
01:41:19,06:51:27,05:01:10,13:50:19
01:39:11,07:05:45,04:51:15,13:50:27
01:21:30,06:41:15,05:28:31,13:50:38
01:15:13,05:56:14,06:15:35,13:50:57
01:48:11,06:44:13,04:59:15,13:51:09
01:34:11,05:46:07,06:11:04,13:52:07
01:47:11,06:33:30,05:17:28,13:52:07
01:44:31,07:43:25,04:03:56,13:52:13
01:22:07,06:45:18,05:25:14,13:52:24
01:32:03,06:55:23,05:03:09,13:52:48
01:53:35,06:53:22,04:35:02,13:52:54
01:39:14,06:23:40,05:26:47,13:53:02
01:53:41,06:16:31,05:13:56,13:53:23
01:32:07,05:36:27,06:14:14,13:53:40
01:44:20,06:30:21,05:17:46,13:53:49
01:30:26,06:29:39,05:36:25,13:54:30
02:02:35,06:44:25,04:48:34,13:54:38
01:49:03,06:41:19,05:06:13,13:55:22
01:28:32,06:08:48,05:59:08,13:56:00
01:19:16,06:37:49,05:42:02,13:56:19
01:42:39,05:58:48,05:49:54,13:56:32
01:35:51,06:46:42,05:14:10,13:56:50
01:32:03,06:23:12,05:36:12,13:57:04
01:31:12,06:11:52,05:47:45,13:57:17
01:35:33,06:04:59,06:04:35,13:57:50
01:24:47,06:26:46,05:53:49,13:59:20
01:16:17,06:29:47,05:37:24,13:59:41
01:42:44,07:03:10,04:47:51,13:59:47
01:29:45,06:44:34,05:30:53,14:00:00
01:36:03,06:25:59,05:37:34,14:00:50
01:33:01,07:08:55,04:59:27,14:01:32
01:37:10,06:19:11,05:42:00,14:01:34
02:17:56,06:25:40,05:00:34,14:02:19
01:19:52,06:23:43,06:06:40,14:02:38
01:27:23,06:36:13,05:43:32,14:02:48
01:25:19,06:22:01,05:56:20,14:03:59
01:42:32,06:53:32,05:02:35,14:04:39
01:23:43,06:24:45,05:55:24,14:04:54
01:31:28,06:27:42,05:45:40,14:05:07
01:34:27,06:58:35,05:09:37,14:05:11
01:39:21,06:36:07,05:24:13,14:05:17
02:12:08,05:53:10,05:41:43,14:05:41
01:55:54,05:57:33,05:37:55,14:06:25
01:28:33,06:43:29,05:39:51,14:06:30
01:57:27,06:28:22,05:16:46,14:07:04
01:50:55,06:35:38,05:21:32,14:07:33
01:39:19,06:15:54,05:57:01,14:08:02
01:30:44,06:37:43,05:36:30,14:08:08
01:49:48,06:36:19,05:24:22,14:08:20
01:33:34,06:33:35,05:35:38,14:08:39
01:20:37,06:40:34,05:30:03,14:09:06
01:36:38,06:37:19,05:24:22,14:09:11
01:38:02,06:59:10,05:11:37,14:09:30
01:30:16,06:25:05,05:54:29,14:09:43
01:39:36,06:53:40,05:08:36,14:09:43
01:41:05,06:37:45,05:27:26,14:09:49
02:01:10,06:09:13,05:39:32,14:09:59
01:34:51,06:30:44,05:42:16,14:10:02
01:40:28,06:51:29,05:09:00,14:10:15
01:54:08,06:26:08,05:34:34,14:10:20
01:51:42,06:33:03,05:21:23,14:11:30
01:35:33,06:48:44,05:26:28,14:12:04
01:20:08,07:00:26,05:36:20,14:14:03
01:33:51,06:36:38,05:48:21,14:14:07
01:26:49,06:46:57,05:43:31,14:14:17
01:33:16,06:38:17,05:42:15,14:15:20
01:40:35,06:47:26,05:30:13,14:15:27
02:10:54,06:12:34,05:34:45,14:15:40
02:08:14,06:50:21,04:58:58,14:16:03
01:37:14,06:46:09,05:38:17,14:16:06
01:52:30,06:32:36,05:21:57,14:16:21
01:29:01,07:17:58,05:12:13,14:16:42
01:37:55,06:00:48,06:13:03,14:17:01
02:13:22,07:04:19,04:38:13,14:17:04
01:38:16,06:31:59,05:51:06,14:17:14
01:42:47,06:10:31,06:02:57,14:17:15
01:45:01,06:35:36,05:43:07,14:18:00
01:34:42,06:47:18,05:30:37,14:18:03
01:25:10,06:45:30,05:40:51,14:18:12
01:44:01,06:09:00,06:07:34,14:18:33
01:42:46,06:46:13,05:29:00,14:18:43
01:24:22,06:34:34,06:03:02,14:18:48
01:19:44,06:42:37,05:40:50,14:18:50
01:32:00,06:56:27,05:15:44,14:19:46
01:35:58,07:07:35,05:15:32,14:19:56
01:40:31,07:25:25,04:52:30,14:20:05
02:05:01,06:19:41,05:29:57,14:20:17
02:05:10,06:50:31,05:01:32,14:20:21
01:37:04,06:37:58,05:50:29,14:21:13
01:42:21,06:31:48,05:31:18,14:21:21
01:37:55,06:41:37,05:38:06,14:21:25
01:36:00,07:02:21,05:19:47,14:21:26
01:22:48,06:09:17,06:27:33,14:21:46
01:45:45,06:44:40,05:21:17,14:21:57
01:18:46,06:54:54,05:50:02,14:22:10
01:47:14,06:20:42,05:36:28,14:22:16
01:27:38,06:26:37,06:10:37,14:22:18
01:17:24,06:34:38,06:09:01,14:22:19
01:29:11,06:30:20,05:54:15,14:22:25
01:42:09,06:55:10,05:25:49,14:22:39
01:38:38,06:30:47,05:53:02,14:22:50
01:54:31,06:30:17,05:32:31,14:22:58
01:47:07,06:52:29,05:22:14,14:23:06
01:51:08,06:46:25,05:20:53,14:24:19
01:30:33,06:53:49,05:44:11,14:25:51
01:36:22,06:00:05,06:26:31,14:25:55
01:27:27,07:36:52,04:57:34,14:26:07
01:41:57,06:27:47,05:52:30,14:26:47
01:27:06,06:42:14,05:55:03,14:27:34
01:31:53,06:36:04,06:06:26,14:27:41
01:42:33,06:44:47,05:35:48,14:27:46
01:33:15,06:45:36,05:54:00,14:28:43
01:51:13,06:40:48,05:25:59,14:28:50
01:43:36,06:51:07,05:35:38,14:28:59
01:51:22,06:39:07,05:40:25,14:29:30
01:50:38,07:01:06,05:20:00,14:29:54
01:40:59,06:20:48,06:07:29,14:30:15
01:35:50,06:36:15,06:02:07,14:30:36
01:39:38,06:49:56,05:40:50,14:30:44
01:38:41,06:21:32,06:11:13,14:31:47
01:16:13,06:39:23,06:22:10,14:32:21
02:07:44,06:21:25,05:51:30,14:33:23
01:41:34,06:23:39,06:10:36,14:33:33
01:45:51,07:01:14,05:24:13,14:34:51
01:29:52,06:49:26,05:46:48,14:34:53
02:17:48,06:31:34,05:31:38,14:35:05
01:36:55,06:39:38,05:53:56,14:35:51
02:02:42,06:23:39,05:35:22,14:36:01
02:04:21,06:48:12,05:24:09,14:36:37
01:31:07,06:41:31,05:54:50,14:37:18
02:09:23,06:49:14,05:18:26,14:37:35
01:35:05,06:38:50,06:02:33,14:37:39
01:30:31,07:37:01,04:59:43,14:37:52
01:48:28,06:34:42,05:58:45,14:38:07
01:45:17,06:14:46,06:20:28,14:39:14
01:21:26,06:15:22,06:41:18,14:39:15
01:53:02,06:55:42,05:30:35,14:40:02
02:12:44,06:53:51,05:12:47,14:40:48
01:43:03,06:38:43,05:56:05,14:41:12
02:06:25,07:04:05,05:20:07,14:41:22
01:41:48,06:30:07,06:03:05,14:41:32
02:05:46,07:06:00,05:07:58,14:41:48
01:45:35,07:10:50,05:13:30,14:42:17
01:57:34,06:32:05,05:48:56,14:42:29
01:41:23,06:01:48,06:41:50,14:43:03
01:31:32,06:56:21,05:42:19,14:43:14
01:51:10,06:41:54,05:49:44,14:43:21
01:53:37,07:03:50,05:20:14,14:43:52
01:58:50,07:06:34,05:16:41,14:43:59
02:00:28,07:09:21,05:12:31,14:45:17
02:04:45,07:03:49,05:17:03,14:45:22
01:16:47,06:36:14,06:29:11,14:45:58
01:54:18,07:02:37,05:33:12,14:46:20
01:53:40,06:28:25,06:04:12,14:47:14
01:43:11,07:05:37,05:31:29,14:47:15
01:45:58,07:15:23,05:30:10,14:47:25
01:40:24,07:36:26,05:02:42,14:47:25
01:38:04,07:11:31,05:42:30,14:47:31
01:53:22,06:46:05,05:49:35,14:47:32
01:47:23,06:58:22,05:30:55,14:49:07
01:23:23,06:15:12,06:50:22,14:50:41
01:43:48,07:18:55,05:25:04,14:51:07
01:26:02,06:42:36,06:21:19,14:51:53
01:59:46,06:23:55,06:07:18,14:52:09
01:49:53,05:43:13,07:01:49,14:52:29
01:28:10,07:25:17,05:39:45,14:52:34
01:30:02,07:06:34,06:01:46,14:52:53
01:45:16,07:30:44,05:14:02,14:53:28
01:39:31,06:54:33,05:59:16,14:53:54
01:53:30,06:46:14,05:57:54,14:54:04
01:48:04,06:50:01,05:57:06,14:54:28
01:51:16,07:23:33,05:19:42,14:54:42
01:54:31,07:01:27,05:34:46,14:55:00
01:28:50,06:49:49,06:16:21,14:56:18
01:35:06,07:05:24,05:52:54,14:56:31
01:31:41,07:20:24,05:28:32,14:57:12
01:44:19,06:41:28,06:00:26,14:57:41
01:43:16,06:39:31,06:21:58,14:57:46
02:18:43,07:04:06,05:15:49,14:57:54
01:30:12,07:27:16,05:46:22,14:57:57
01:23:36,07:01:34,06:06:38,14:59:00
01:45:47,06:51:04,06:06:25,15:01:07
01:47:31,06:58:26,05:59:15,15:04:11
01:40:32,06:48:44,06:23:58,15:07:04
01:58:52,06:08:35,06:36:44,15:00:18
01:45:59,07:32:15,05:23:53,15:02:55
01:57:57,07:38:09,05:30:10,15:20:11
01:20:17,06:33:39,06:53:54,15:08:32
01:22:13,05:22:56,04:28:48,11:32:40
